order_item_id,order_id,product_id,quantity,unit_price,unit_price_after_discount,line_total,discount_percent,commission_amount,maintenance_amount,shipping_fee_item,estimated_delivery_start,estimated_delivery_end,item_status,is_campaign,product_campaign_id,customer_id,order_date
369446,230654,P002200,1,403.36,403.36,403.36,0.0,48.4,0.0,20.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C042820,2025-12-31
466957,291595,P001926,1,2166.86,2166.86,2166.86,0.0,216.69,0.0,30.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C020026,2025-12-31
325924,203427,P002816,1,4635.0,4635.0,4635.0,0.0,370.8,0.0,100.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C015493,2025-12-31
327224,204256,P004178,1,14582.34,14582.34,14582.34,0.0,1166.59,72.91,200.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C040679,2025-12-31
326147,203563,P000148,1,2039.13,2039.13,2039.13,0.0,101.96,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C023602,2025-12-31
44583,27848,P002647,4,3191.24,3191.24,12764.96,0.0,1276.5,0.0,30.0,2026-01-02,2026-01-04 00:00:00,Refunded,0,,C048027,2025-12-31
326148,203563,P000973,1,2806.83,2806.83,2806.83,0.0,280.68,0.0,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C023602,2025-12-31
466420,291252,P001583,2,16496.4,16496.4,32992.8,0.0,1649.64,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C011066,2025-12-31
330254,206113,P001185,1,4925.12,4925.12,4925.12,0.0,394.01,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C020781,2025-12-31
62108,38782,P001484,2,6692.61,6692.61,13385.22,0.0,1070.82,0.0,200.0,2025-12-31,2026-01-01 00:00:00,Cancelled,0,,C039644,2025-12-31
167948,104821,P003126,2,9631.8,9631.8,19263.6,0.0,1541.09,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Cancelled,0,,C008937,2025-12-31
228565,142725,P001186,1,2154.25,2154.25,2154.25,0.0,172.34,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C046742,2025-12-31
163703,102189,P004135,1,6090.59,6090.59,6090.59,0.0,487.25,30.45,150.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C017666,2025-12-31
246452,153866,P001855,1,7875.76,7875.76,7875.76,0.0,630.06,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Refunded,0,,C043521,2025-12-31
330222,206094,P000002,2,12595.64,12595.64,25191.29,0.0,1259.56,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C033706,2025-12-31
466421,291252,P001538,1,9218.07,9218.07,9218.07,0.0,737.45,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C011066,2025-12-31
62109,38782,P003938,2,7449.54,7449.54,14899.08,0.0,1191.93,74.5,200.0,2026-01-02,2026-01-03 00:00:00,Completed,0,,C039644,2025-12-31
326891,204042,P004263,1,2627.44,2627.44,2627.44,0.0,262.74,13.14,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C041757,2025-12-31
168121,104930,P002267,1,13875.94,13875.94,13875.94,0.0,1110.08,0.0,200.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C047595,2025-12-31
168122,104930,P000790,1,167.65,167.65,167.65,0.0,5.03,0.0,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C047595,2025-12-31
163702,102189,P000978,1,597.38,597.38,597.38,0.0,59.74,0.0,20.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C017666,2025-12-31
168133,104939,P003000,1,10641.74,10641.74,10641.74,0.0,851.34,0.0,150.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C026088,2025-12-31
62110,38782,P002432,1,76.08,76.08,76.08,0.0,2.28,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C039644,2025-12-31
246453,153866,P003699,1,932.81,932.81,932.81,0.0,46.64,0.0,20.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C043521,2025-12-31
44581,27846,P002735,1,7124.53,7124.53,7124.53,0.0,569.96,0.0,200.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C044550,2025-12-31
163701,102189,P004767,1,55.09,55.09,55.09,0.0,1.65,0.28,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C017666,2025-12-31
62111,38782,P001332,1,5341.25,5341.25,5341.25,0.0,427.3,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C039644,2025-12-31
330223,206094,P003966,2,3068.59,3068.59,6137.17,0.0,490.97,30.69,150.0,2026-01-02,2026-01-03 00:00:00,Completed,0,,C033706,2025-12-31
326926,204066,P000639,4,14596.94,14596.94,58387.75,0.0,4671.02,0.0,200.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C051264,2025-12-31
4570,2864,P000989,1,22501.09,22501.09,22501.09,0.0,1125.05,0.0,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C059970,2025-12-31
330210,206086,P004190,1,7951.29,7951.29,7951.29,0.0,636.1,39.76,200.0,2025-12-15,2025-12-16 00:00:00,Completed,0,,C001049,2025-12-31
326955,204083,P000010,1,22855.68,22855.68,22855.68,0.0,1142.78,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C010227,2025-12-31
418983,261558,P003339,2,12083.6,12083.6,24167.19,0.0,1933.38,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C046508,2025-12-31
4571,2864,P002818,3,2031.22,2031.22,6093.65,0.0,487.49,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C059970,2025-12-31
428064,267212,P003531,1,6087.83,6087.83,6087.83,0.0,487.03,0.0,200.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C029055,2025-12-31
417619,260713,P001293,1,8487.75,8487.75,8487.75,0.0,424.39,0.0,100.0,2026-01-02,2026-01-04 00:00:00,Refunded,0,,C012103,2025-12-31
330185,206071,P004110,1,17636.54,17636.54,17636.54,0.0,881.83,88.18,30.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C001049,2025-12-31
167582,104606,P002503,1,9664.24,9664.24,9664.24,0.0,773.14,0.0,200.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C051845,2025-12-31
62201,38836,P003943,1,11833.2,11833.2,11833.2,0.0,946.66,59.17,200.0,2025-12-16,2025-12-18 00:00:00,Completed,0,,C039644,2025-12-31
330186,206071,P002475,1,3913.76,3913.76,3913.76,0.0,313.1,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C001049,2025-12-31
4572,2864,P002267,4,8743.0,8743.0,34972.0,0.0,2797.76,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C059970,2025-12-31
102352,63963,P001083,1,1439.38,1439.38,1439.38,0.0,143.94,0.0,30.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C047822,2025-12-31
372095,232268,P003097,1,1306.47,1306.47,1306.47,0.0,104.52,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C018731,2025-12-31
417620,260713,P001330,1,2304.82,2304.82,2304.82,0.0,184.39,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C012103,2025-12-31
44595,27856,P003287,2,3385.49,3385.49,6770.99,0.0,338.55,0.0,20.0,2026-01-01,2026-01-02 00:00:00,Refunded,0,,C019387,2025-12-31
4592,2876,P000941,1,5100.08,5100.08,5100.08,0.0,408.01,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C041393,2025-12-31
371817,232098,P003041,2,51.89,51.89,103.77,0.0,3.11,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C023248,2025-12-31
326975,204094,P001529,1,347.2,347.2,347.2,0.0,27.78,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C005082,2025-12-31
417621,260713,P000501,1,10326.96,10326.96,10326.96,0.0,826.16,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C012103,2025-12-31
4593,2876,P004497,1,11458.44,11458.44,11458.44,0.0,916.68,57.29,200.0,2026-01-02,2026-01-03 00:00:00,Completed,0,,C041393,2025-12-31
163842,102273,P000609,2,129.4,129.4,258.8,0.0,7.76,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C031760,2025-12-31
330209,206086,P004629,1,4401.14,4401.14,4401.14,0.0,352.09,22.01,150.0,2025-12-16,2025-12-17 00:00:00,Completed,0,,C001049,2025-12-31
326974,204094,P003008,1,7994.48,7994.48,7994.48,0.0,639.56,0.0,200.0,2026-01-02,2026-01-03 00:00:00,Cancelled,0,,C005082,2025-12-31
326927,204066,P001264,2,11528.67,11528.67,23057.33,0.0,1152.87,0.0,30.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C051264,2025-12-31
327194,204238,P002755,1,114.77,114.77,114.77,0.0,3.44,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Refunded,0,,C010481,2025-12-31
245128,153032,P000100,1,176.5,176.5,176.5,0.0,5.29,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C006824,2025-12-31
164350,102588,P002244,3,1300.73,1300.73,3902.2,0.0,312.18,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Cancelled,0,,C055954,2025-12-31
101988,63730,P001153,2,8910.87,8910.87,17821.74,0.0,1425.74,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C014877,2025-12-31
418280,261132,P003113,1,2397.97,2397.97,2397.97,0.0,191.84,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C032360,2025-12-31
244677,152721,P003859,1,7838.05,7838.05,7838.05,0.0,627.04,0.0,150.0,2026-01-02,2026-01-03 00:00:00,Completed,0,,C040937,2025-12-31
94276,58924,P002265,1,6954.34,6954.34,6954.34,0.0,556.35,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C031574,2025-12-31
370542,231341,P001858,1,6749.3,6749.3,6749.3,0.0,539.94,0.0,150.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C022113,2025-12-31
328729,205193,P002529,2,7493.58,7493.58,14987.17,0.0,1198.97,0.0,150.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C014869,2025-12-31
45347,28311,P004793,2,8724.42,8724.42,17448.85,0.0,872.44,87.24,30.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C042234,2025-12-31
328741,205203,P003554,2,1012.65,1012.65,2025.3,0.0,162.02,0.0,70.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C040853,2025-12-31
418618,261338,P002355,1,121.44,121.44,121.44,0.0,3.64,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C021890,2025-12-31
45062,28141,P003027,1,175.4,175.4,175.4,0.0,5.26,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C050058,2025-12-31
5148,3220,P000560,1,276.71,276.71,276.71,0.0,27.67,0.0,20.0,2025-12-16,2025-12-18 00:00:00,Cancelled,0,,C022402,2025-12-31
371154,231706,P000819,1,227.52,227.52,227.52,0.0,6.83,0.0,70.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C059381,2025-12-31
428218,267304,P000047,1,41.65,41.65,41.65,0.0,1.25,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C016637,2025-12-31
244679,152723,P001858,2,5295.56,5295.56,10591.12,0.0,847.29,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C059997,2025-12-31
169179,105600,P003867,2,461.9,461.9,923.8,0.0,110.86,0.0,20.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C028470,2025-12-31
166218,103770,P003177,1,12041.46,12041.46,12041.46,0.0,602.07,0.0,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C018132,2025-12-31
328919,205313,P001045,1,6780.35,6780.35,6780.35,0.0,542.43,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C013802,2025-12-31
328920,205313,P004342,1,2520.07,2520.07,2520.07,0.0,201.61,12.6,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C013802,2025-12-31
328921,205313,P003090,1,10766.22,10766.22,10766.22,0.0,861.3,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C013802,2025-12-31
328922,205314,P004635,2,403.42,403.42,806.83,0.0,64.55,4.03,50.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C049759,2025-12-31
165134,103088,P002510,1,8381.09,8381.09,8381.09,0.0,670.49,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C048513,2025-12-31
165133,103088,P002502,1,14319.58,14319.58,14319.58,0.0,1145.57,0.0,200.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C048513,2025-12-31
328923,205314,P002766,2,152.92,152.92,305.83,0.0,9.17,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C049759,2025-12-31
165132,103088,P000970,4,950.61,950.61,3802.43,0.0,380.24,0.0,20.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C048513,2025-12-31
165039,103035,P003116,1,6052.13,6052.13,6052.13,0.0,484.17,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Cancelled,0,,C055907,2025-12-31
166294,103815,P001514,1,2624.45,2624.45,2624.45,0.0,209.96,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C027143,2025-12-31
166295,103815,P004832,3,4007.39,4007.39,12022.16,0.0,961.77,60.11,100.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C027143,2025-12-31
245403,153205,P002060,1,4591.43,4591.43,4591.43,0.0,367.31,0.0,100.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C026714,2025-12-31
44932,28060,P003256,1,123.38,123.38,123.38,0.0,3.7,0.0,30.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C050299,2025-12-31
166306,103823,P004628,2,12579.33,12579.33,25158.66,0.0,2012.69,125.79,200.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C024284,2025-12-31
130861,81679,P002978,1,13336.62,13336.62,13336.62,0.0,666.83,0.0,100.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C008606,2025-12-31
130863,81679,P000012,2,34039.37,34039.37,68078.75,0.0,3403.94,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Refunded,0,,C008606,2025-12-31
467954,292217,P002992,2,35159.97,35159.97,70319.94,0.0,3516.0,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Cancelled,0,,C001491,2025-12-31
467929,292201,P001732,1,4546.12,4546.12,4546.12,0.0,363.69,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C024487,2025-12-31
467928,292201,P000380,2,22434.31,22434.31,44868.62,0.0,2243.43,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Refunded,0,,C024487,2025-12-31
229424,143262,P001887,4,18422.05,18422.05,73688.22,0.0,3684.41,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C007443,2025-12-31
229423,143262,P002122,2,3091.59,3091.59,6183.18,0.0,618.32,0.0,30.0,2025-12-31,2026-01-01 00:00:00,Refunded,0,,C007443,2025-12-31
370703,231433,P003003,2,307.26,307.26,614.53,0.0,49.16,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C030545,2025-12-31
418288,261137,P001054,1,1356.79,1356.79,1356.79,0.0,108.54,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C049318,2025-12-31
45201,28222,P001518,1,9747.78,9747.78,9747.78,0.0,779.82,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C041319,2025-12-31
328490,205037,P003335,2,3803.91,3803.91,7607.82,0.0,608.63,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C051558,2025-12-31
468004,292249,P004002,1,13807.63,13807.63,13807.63,0.0,1104.61,69.04,200.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C030131,2025-12-31
45200,28222,P002719,1,5123.19,5123.19,5123.19,0.0,409.86,0.0,200.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C041319,2025-12-31
131020,81780,P002215,1,6594.84,6594.84,6594.84,0.0,329.74,0.0,100.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C000047,2025-12-31
45323,28294,P001569,2,31783.74,31783.74,63567.47,0.0,3178.37,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C036604,2025-12-31
130862,81679,P003494,1,8696.6,8696.6,8696.6,0.0,695.73,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C008606,2025-12-31
370869,231535,P001547,2,3951.15,3951.15,7902.29,0.0,395.11,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C005780,2025-12-31
418287,261137,P001444,1,12017.86,12017.86,12017.86,0.0,600.89,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C049318,2025-12-31
101986,63730,P001610,2,578.15,578.15,1156.3,0.0,138.76,0.0,20.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C014877,2025-12-31
45152,28197,P004698,1,249.21,249.21,249.21,0.0,7.48,4.98,50.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C010766,2025-12-31
21755,13576,P004144,2,6015.64,6015.64,12031.28,0.0,962.5,60.16,200.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C016600,2025-12-31
101987,63730,P001482,1,6854.22,6854.22,6854.22,0.0,548.34,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C014877,2025-12-31
328289,204906,P004625,2,13326.88,13326.88,26653.75,0.0,2132.3,133.27,200.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C047807,2025-12-31
371050,231647,P004179,1,2917.6,2917.6,2917.6,0.0,233.41,14.59,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C019802,2025-12-31
418497,261264,P002045,2,7524.45,7524.45,15048.91,0.0,1203.91,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C022526,2025-12-31
5052,3158,P001287,2,3472.88,3472.88,6945.75,0.0,347.29,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C027220,2025-12-31
5135,3212,P001150,3,1284.22,1284.22,3852.65,0.0,308.21,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C022402,2025-12-31
5136,3212,P004847,1,82.66,82.66,82.66,0.0,2.48,0.41,70.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C022402,2025-12-31
371051,231647,P003025,2,90.03,90.03,180.07,0.0,5.4,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C019802,2025-12-31
5147,3220,P001044,1,8700.88,8700.88,8700.88,0.0,696.07,0.0,200.0,2025-12-16,2025-12-18 00:00:00,Cancelled,0,,C022402,2025-12-31
370875,231539,P003726,1,45.03,45.03,45.03,0.0,1.35,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C039448,2025-12-31
466998,291620,P002760,1,11858.85,11858.85,11858.85,0.0,948.71,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Cancelled,0,,C012356,2025-12-31
102161,63845,P003078,1,130.37,130.37,130.37,0.0,3.91,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C043701,2025-12-31
102163,63845,P004568,1,100.69,100.69,100.69,0.0,3.02,0.5,70.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C043701,2025-12-31
164704,102810,P004002,3,9971.28,9971.28,29913.85,0.0,2393.11,149.57,200.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C016188,2025-12-31
467193,291737,P003116,2,11335.4,11335.4,22670.79,0.0,1813.66,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C015536,2025-12-31
130439,81411,P003751,1,166.32,166.32,166.32,0.0,4.99,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C016387,2025-12-31
229763,143472,P002777,1,16355.75,16355.75,16355.75,0.0,817.79,0.0,30.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C019178,2025-12-31
246267,153754,P004783,1,80.33,80.33,80.33,0.0,2.41,1.61,30.0,2026-01-01,2026-01-03 00:00:00,Refunded,0,,C037470,2025-12-31
467151,291714,P002484,1,643.68,643.68,643.68,0.0,51.49,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Refunded,0,,C059745,2025-12-31
467150,291713,P003090,1,11492.34,11492.34,11492.34,0.0,919.39,0.0,200.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C016109,2025-12-31
94377,58994,P001034,4,14040.9,14040.9,56163.59,0.0,2808.18,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C015666,2025-12-31
131407,82008,P003838,2,8815.69,8815.69,17631.39,0.0,1410.51,0.0,200.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C054595,2025-12-31
164415,102625,P001867,1,3880.87,3880.87,3880.87,0.0,310.47,0.0,150.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C013883,2025-12-31
467149,291713,P001716,1,1241.15,1241.15,1241.15,0.0,99.29,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C016109,2025-12-31
164414,102625,P001022,1,18545.08,18545.08,18545.08,0.0,927.25,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C013883,2025-12-31
164413,102625,P000827,4,61.86,61.86,247.43,0.0,7.42,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Refunded,0,,C013883,2025-12-31
467194,291737,P004219,1,120.3,120.3,120.3,0.0,3.61,0.6,70.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C015536,2025-12-31
61593,38464,P003539,4,4940.94,4940.94,19763.78,0.0,1581.1,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C051507,2025-12-31
102241,63891,P002111,1,2148.49,2148.49,2148.49,0.0,171.88,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C024211,2025-12-31
102253,63901,P000089,1,227.73,227.73,227.73,0.0,6.83,0.0,70.0,2025-12-16,2025-12-18 00:00:00,Completed,0,,C024211,2025-12-31
369972,230976,P004704,1,8576.41,8576.41,8576.41,0.0,686.11,42.88,200.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C014951,2025-12-31
21822,13619,P003340,1,12995.56,12995.56,12995.56,0.0,1039.65,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C051515,2025-12-31
164412,102625,P001390,1,15527.27,15527.27,15527.27,0.0,776.36,0.0,100.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C013883,2025-12-31
330118,206037,P003702,2,3023.47,3023.47,6046.94,0.0,302.35,0.0,50.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C015956,2025-12-31
228680,142798,P003082,1,8353.12,8353.12,8353.12,0.0,668.25,0.0,200.0,2026-01-02,2026-01-04 00:00:00,Completed,0,,C032891,2025-12-31
