order_item_id,order_id,product_id,quantity,unit_price,unit_price_after_discount,line_total,discount_percent,commission_amount,maintenance_amount,shipping_fee_item,estimated_delivery_start,estimated_delivery_end,item_status,is_campaign,product_campaign_id,customer_id,order_date
424153,264781,P002828,1,8382.98,8382.98,8382.98,0.0,670.64,0.0,200.0,2025-12-31,2026-01-01 00:00:00,Cancelled,0,,C047904,2025-12-30
226461,141429,P002799,1,16584.46,16584.46,16584.46,0.0,829.22,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C033493,2025-12-30
20996,13099,P003057,1,81.02,81.02,81.02,0.0,2.43,0.0,70.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C001857,2025-12-30
143140,89288,P000484,4,1098.02,1098.02,4392.07,0.0,351.37,0.0,70.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C049721,2025-12-30
22832,14240,P001042,1,2789.07,2789.07,2789.07,0.0,223.13,0.0,50.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C053317,2025-12-30
23881,14910,P000824,1,239.84,239.84,239.84,0.0,7.2,0.0,70.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C003003,2025-12-30
226508,141460,P000996,3,15404.51,15404.51,46213.52,0.0,2310.68,0.0,30.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C058034,2025-12-30
232326,145068,P002625,1,4044.76,4044.76,4044.76,0.0,202.24,0.0,50.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C023312,2025-12-30
23730,14808,P000492,2,13883.18,13883.18,27766.37,0.0,2221.31,0.0,200.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C023395,2025-12-30
100282,62673,P002155,1,303.02,303.02,303.02,0.0,30.3,0.0,20.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C007468,2025-12-30
21676,13527,P003353,1,2107.78,2107.78,2107.78,0.0,168.62,0.0,100.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C055019,2025-12-30
424154,264781,P003865,1,683.45,683.45,683.45,0.0,82.01,0.0,20.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C047904,2025-12-30
141864,88494,P002065,3,1611.49,1611.49,4834.46,0.0,386.76,0.0,50.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C000267,2025-12-30
100436,62774,P001735,1,8316.32,8316.32,8316.32,0.0,665.31,0.0,150.0,2025-12-31,2026-01-01 00:00:00,Refunded,0,,C026452,2025-12-30
430684,268855,P002072,4,11361.15,11361.15,45444.59,0.0,3635.57,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C031073,2025-12-30
430600,268803,P004832,1,2713.62,2713.62,2713.62,0.0,217.09,13.57,100.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C014665,2025-12-30
103926,64993,P001891,1,1753.69,1753.69,1753.69,0.0,87.68,0.0,20.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C021007,2025-12-30
235626,147116,P004008,1,1663.84,1663.84,1663.84,0.0,133.11,8.32,50.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C056493,2025-12-30
426930,266518,P001761,2,137.57,137.57,275.14,0.0,8.25,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Refunded,0,,C015938,2025-12-30
429062,267830,P001869,1,2445.19,2445.19,2445.19,0.0,195.62,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Refunded,0,,C015141,2025-12-30
226155,141241,P001759,1,127.03,127.03,127.03,0.0,3.81,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C019175,2025-12-30
19549,12179,P003013,1,4756.04,4756.04,4756.04,0.0,380.48,0.0,100.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C016701,2025-12-30
226156,141241,P001684,1,343.56,343.56,343.56,0.0,27.49,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C019175,2025-12-30
102537,64090,P001160,2,8529.36,8529.36,17058.71,0.0,1364.7,0.0,200.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C035913,2025-12-30
430603,268803,P000832,1,123.18,123.18,123.18,0.0,3.7,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C014665,2025-12-30
102516,64075,P003549,2,9667.72,9667.72,19335.44,0.0,1546.84,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C009473,2025-12-30
141863,88494,P002467,1,7137.41,7137.41,7137.41,0.0,570.99,0.0,100.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C000267,2025-12-30
144121,89894,P001519,1,2037.41,2037.41,2037.41,0.0,162.99,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C039980,2025-12-30
142062,88619,P002804,1,9180.15,9180.15,9180.15,0.0,734.41,0.0,150.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C013794,2025-12-30
144789,90315,P002526,2,5882.92,5882.92,11765.85,0.0,941.27,0.0,100.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C003192,2025-12-30
480312,299896,P003257,1,79.26,79.26,79.26,0.0,2.38,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C009549,2025-12-30
226481,141442,P002724,1,9333.87,9333.87,9333.87,0.0,746.71,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C005476,2025-12-30
139109,86810,P001387,4,8489.01,8489.01,33956.06,0.0,1697.8,0.0,100.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C040347,2025-12-30
232020,144886,P003554,2,1943.61,1943.61,3887.22,0.0,310.98,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C001199,2025-12-30
430602,268803,P003014,1,333.21,333.21,333.21,0.0,26.66,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Refunded,0,,C014665,2025-12-30
144059,89856,P004385,1,80.73,80.73,80.73,0.0,2.42,1.61,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C011736,2025-12-30
430601,268803,P002052,1,6525.39,6525.39,6525.39,0.0,522.03,0.0,150.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C014665,2025-12-30
226157,141241,P003340,1,14198.75,14198.75,14198.75,0.0,1135.9,0.0,200.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C019175,2025-12-30
235613,147107,P001098,1,970.6,970.6,970.6,0.0,48.53,0.0,20.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C005707,2025-12-30
139110,86810,P002699,2,8477.47,8477.47,16954.95,0.0,847.75,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C040347,2025-12-30
232659,145263,P001188,1,7838.28,7838.28,7838.28,0.0,627.06,0.0,150.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C042660,2025-12-30
226464,141429,P001157,1,13265.29,13265.29,13265.29,0.0,1061.22,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C033493,2025-12-30
226463,141429,P001557,2,15732.91,15732.91,31465.83,0.0,1573.29,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C033493,2025-12-30
221816,138553,P003429,2,3075.05,3075.05,6150.1,0.0,615.01,0.0,30.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C058644,2025-12-30
147834,92226,P001050,1,277.22,277.22,277.22,0.0,22.18,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C007744,2025-12-30
147833,92225,P004133,1,1173.91,1173.91,1173.91,0.0,93.91,5.87,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C027790,2025-12-30
142063,88619,P000669,4,143.25,143.25,573.0,0.0,17.19,0.0,70.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C013794,2025-12-30
426760,266413,P003209,1,142.71,142.71,142.71,0.0,4.28,0.0,50.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C018396,2025-12-30
426931,266518,P003337,1,2901.85,2901.85,2901.85,0.0,232.15,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C015938,2025-12-30
140282,87517,P001338,1,1675.13,1675.13,1675.13,0.0,134.01,0.0,50.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C008505,2025-12-30
232664,145267,P001862,1,12938.46,12938.46,12938.46,0.0,1035.08,0.0,200.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C013174,2025-12-30
226507,141460,P001982,1,763.83,763.83,763.83,0.0,91.66,0.0,20.0,2025-12-31,2026-01-02 00:00:00,Refunded,0,,C058034,2025-12-30
20997,13099,P001855,1,11996.95,11996.95,11996.95,0.0,959.76,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C001857,2025-12-30
229421,143260,P002253,1,6280.22,6280.22,6280.22,0.0,502.42,0.0,150.0,2026-01-01,2026-01-02 00:00:00,Cancelled,0,,C033003,2025-12-30
235614,147107,P001852,1,11995.36,11995.36,11995.36,0.0,959.63,0.0,200.0,2025-12-31,2026-01-01 00:00:00,Refunded,0,,C005707,2025-12-30
144058,89856,P003739,1,174.88,174.88,174.88,0.0,5.25,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C011736,2025-12-30
143993,89815,P003024,1,6943.25,6943.25,6943.25,0.0,555.46,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C023622,2025-12-30
430447,268705,P000431,1,126.54,126.54,126.54,0.0,3.8,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C045623,2025-12-30
221526,138377,P003016,1,14622.12,14622.12,14622.12,0.0,1169.77,0.0,200.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C004009,2025-12-30
232362,145088,P001857,1,2842.73,2842.73,2842.73,0.0,142.14,0.0,50.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C056544,2025-12-30
232363,145088,P004166,1,59.49,59.49,59.49,0.0,1.78,1.19,50.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C056544,2025-12-30
139068,86788,P002343,2,1701.65,1701.65,3403.31,0.0,340.33,0.0,30.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C000854,2025-12-30
228548,142715,P000492,2,8584.66,8584.66,17169.33,0.0,1373.55,0.0,200.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C007237,2025-12-30
103889,64967,P001190,1,14880.88,14880.88,14880.88,0.0,1190.47,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C015268,2025-12-30
430448,268705,P001858,1,5226.0,5226.0,5226.0,0.0,418.08,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C045623,2025-12-30
144740,90284,P003131,1,8446.5,8446.5,8446.5,0.0,675.72,0.0,150.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C037524,2025-12-30
143994,89815,P003799,1,3011.35,3011.35,3011.35,0.0,301.14,0.0,30.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C023622,2025-12-30
145024,90461,P002739,1,5792.17,5792.17,5792.17,0.0,463.37,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C025159,2025-12-30
232027,144891,P001157,1,12192.51,12192.51,12192.51,0.0,975.4,0.0,200.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C050874,2025-12-30
103890,64967,P002824,1,1242.47,1242.47,1242.47,0.0,99.4,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C015268,2025-12-30
424152,264781,P004721,1,18124.12,18124.12,18124.12,0.0,906.21,90.62,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C047904,2025-12-30
430454,268711,P001034,1,15571.62,15571.62,15571.62,0.0,778.58,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C046068,2025-12-30
226506,141460,P001481,1,10548.8,10548.8,10548.8,0.0,843.9,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C058034,2025-12-30
226482,141442,P003454,1,22031.04,22031.04,22031.04,0.0,1101.55,0.0,30.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C005476,2025-12-30
232026,144891,P004400,1,82.95,82.95,82.95,0.0,2.49,0.41,70.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C050874,2025-12-30
143172,89306,P001709,4,3936.66,3936.66,15746.64,0.0,1259.73,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C044712,2025-12-30
426981,266551,P003495,1,497.64,497.64,497.64,0.0,59.72,0.0,20.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C018326,2025-12-30
20998,13099,P003111,1,4856.78,4856.78,4856.78,0.0,388.54,0.0,150.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C001857,2025-12-30
232364,145088,P001728,1,10819.07,10819.07,10819.07,0.0,865.53,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C056544,2025-12-30
226480,141442,P004070,1,4605.05,4605.05,4605.05,0.0,368.4,23.03,150.0,2026-01-01,2026-01-02 00:00:00,Cancelled,0,,C005476,2025-12-30
223950,139892,P002328,1,12759.37,12759.37,12759.37,0.0,637.97,0.0,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C044219,2025-12-30
104008,65053,P001518,1,12429.61,12429.61,12429.61,0.0,994.37,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C024276,2025-12-30
23333,14571,P004130,2,4771.26,4771.26,9542.52,0.0,763.4,47.71,100.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C057969,2025-12-30
226921,141704,P000494,1,971.47,971.47,971.47,0.0,77.72,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C039979,2025-12-30
425567,265667,P002664,4,17853.44,17853.44,71413.74,0.0,3570.69,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C004989,2025-12-30
425566,265667,P004395,1,46.5,46.5,46.5,0.0,1.4,0.93,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C004989,2025-12-30
233636,145875,P002281,1,111.0,111.0,111.0,0.0,3.33,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C047539,2025-12-30
20383,12722,P002173,1,864.29,864.29,864.29,0.0,103.72,0.0,20.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C053103,2025-12-30
20128,12560,P000627,2,214.9,214.9,429.79,0.0,12.89,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C036763,2025-12-30
20382,12722,P004571,1,191.86,191.86,191.86,0.0,5.76,3.84,50.0,2026-01-01,2026-01-02 00:00:00,Cancelled,0,,C053103,2025-12-30
23334,14571,P004538,1,131.46,131.46,131.46,0.0,3.94,2.63,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C057969,2025-12-30
20381,12722,P004153,1,476.55,476.55,476.55,0.0,57.19,2.38,20.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C053103,2025-12-30
20238,12626,P003356,1,6866.72,6866.72,6866.72,0.0,549.34,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C001725,2025-12-30
20239,12626,P004436,1,4116.66,4116.66,4116.66,0.0,329.33,20.58,100.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C001725,2025-12-30
226948,141719,P001049,1,14489.87,14489.87,14489.87,0.0,1159.19,0.0,200.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C038421,2025-12-30
20380,12722,P002783,2,20267.62,20267.62,40535.24,0.0,2026.76,0.0,50.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C053103,2025-12-30
867,548,P004673,1,3775.76,3775.76,3775.76,0.0,377.58,18.88,30.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C056111,2025-12-30
140858,87866,P001112,1,3372.99,3372.99,3372.99,0.0,168.65,0.0,50.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C000689,2025-12-30
143621,89585,P001858,2,6108.16,6108.16,12216.32,0.0,977.31,0.0,150.0,2025-12-30,2026-01-01 00:00:00,Refunded,0,,C052958,2025-12-30
23332,14571,P003068,1,260.7,260.7,260.7,0.0,7.82,0.0,30.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C057969,2025-12-30
139466,87027,P004374,1,8442.36,8442.36,8442.36,0.0,422.12,42.21,100.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C014683,2025-12-30
230835,144149,P000074,1,1279.36,1279.36,1279.36,0.0,153.52,0.0,20.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C018423,2025-12-30
226920,141704,P000621,1,102.61,102.61,102.61,0.0,3.08,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C039979,2025-12-30
429633,268190,P004211,1,142.82,142.82,142.82,0.0,4.28,0.71,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C047161,2025-12-30
140922,87904,P003234,1,60.89,60.89,60.89,0.0,1.83,0.0,50.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C009175,2025-12-30
226865,141674,P001528,1,2282.12,2282.12,2282.12,0.0,182.57,0.0,100.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C050512,2025-12-30
104337,65262,P000868,1,298.82,298.82,298.82,0.0,8.96,0.0,50.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C017175,2025-12-30
226918,141704,P002547,1,4297.54,4297.54,4297.54,0.0,343.8,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C039979,2025-12-30
226919,141704,P000772,3,146.54,146.54,439.61,0.0,13.19,0.0,70.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C039979,2025-12-30
104338,65262,P000788,4,210.86,210.86,843.44,0.0,25.3,0.0,70.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C017175,2025-12-30
23384,14604,P003769,1,697.89,697.89,697.89,0.0,83.75,0.0,20.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C035049,2025-12-30
23352,14584,P003613,1,332.29,332.29,332.29,0.0,33.23,0.0,20.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C030056,2025-12-30
429634,268190,P002359,1,273.36,273.36,273.36,0.0,8.2,0.0,70.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C047161,2025-12-30
104339,65262,P004820,1,5741.51,5741.51,5741.51,0.0,459.32,28.71,150.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C017175,2025-12-30
102946,64352,P002796,2,6433.16,6433.16,12866.32,0.0,643.32,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C046862,2025-12-30
104541,65394,P001474,1,3028.47,3028.47,3028.47,0.0,242.28,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C014901,2025-12-30
427481,266849,P003548,1,8211.94,8211.94,8211.94,0.0,656.96,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C009807,2025-12-30
427482,266849,P002683,1,3404.6,3404.6,3404.6,0.0,170.23,0.0,20.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C009807,2025-12-30
229970,143604,P002432,2,184.57,184.57,369.15,0.0,11.07,0.0,70.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C017144,2025-12-30
102947,64352,P001471,2,5323.88,5323.88,10647.75,0.0,851.82,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C046862,2025-12-30
229971,143604,P000250,1,1710.79,1710.79,1710.79,0.0,171.08,0.0,30.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C017144,2025-12-30
477870,298361,P002807,2,4202.56,4202.56,8405.13,0.0,672.41,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Cancelled,0,,C020519,2025-12-30
225101,140579,P003950,1,1842.81,1842.81,1842.81,0.0,147.42,9.21,70.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C010989,2025-12-30
227580,142104,P000156,1,6459.9,6459.9,6459.9,0.0,322.99,0.0,100.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C039094,2025-12-30
230763,144102,P002035,1,190.82,190.82,190.82,0.0,5.72,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C042529,2025-12-30
425228,265462,P002546,2,1518.62,1518.62,3037.23,0.0,242.98,0.0,70.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C012424,2025-12-30
431819,269579,P000423,1,44.89,44.89,44.89,0.0,1.35,0.0,50.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C001761,2025-12-30
223715,139735,P003923,1,4991.12,4991.12,4991.12,0.0,499.11,24.96,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C008902,2025-12-30
227077,141796,P001152,1,3469.93,3469.93,3469.93,0.0,277.59,0.0,150.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C057571,2025-12-30
141534,88283,P000982,1,10910.68,10910.68,10910.68,0.0,545.53,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C026727,2025-12-30
20345,12696,P003434,1,4235.56,4235.56,4235.56,0.0,423.56,0.0,30.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C008675,2025-12-30
99576,62238,P002702,1,18047.59,18047.59,18047.59,0.0,902.38,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C039621,2025-12-30
146419,91337,P002678,2,7526.47,7526.47,15052.95,0.0,752.65,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C057402,2025-12-30
20344,12696,P001900,1,11717.34,11717.34,11717.34,0.0,585.87,0.0,100.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C008675,2025-12-30
103144,64480,P002472,2,9811.09,9811.09,19622.19,0.0,1569.78,0.0,150.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C018073,2025-12-30
230263,143787,P003106,1,9875.47,9875.47,9875.47,0.0,790.04,0.0,200.0,2026-01-01,2026-01-03 00:00:00,Cancelled,0,,C021348,2025-12-30
429813,268303,P001317,1,8522.15,8522.15,8522.15,0.0,681.77,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C039488,2025-12-30
223783,139778,P003178,1,5420.85,5420.85,5420.85,0.0,271.04,0.0,50.0,2025-12-30,2025-12-31 00:00:00,Refunded,0,,C012864,2025-12-30
429812,268303,P001755,3,117.34,117.34,352.03,0.0,10.56,0.0,30.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C039488,2025-12-30
139467,87027,P003739,1,48.36,48.36,48.36,0.0,1.45,0.0,70.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C014683,2025-12-30
143620,89585,P002256,2,5391.92,5391.92,10783.84,0.0,862.71,0.0,150.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C052958,2025-12-30
223949,139892,P002018,1,2158.19,2158.19,2158.19,0.0,172.66,0.0,100.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C044219,2025-12-30
223952,139892,P001526,3,1611.8,1611.8,4835.4,0.0,386.83,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C044219,2025-12-30
223951,139892,P000126,1,194.13,194.13,194.13,0.0,5.82,0.0,70.0,2025-12-31,2026-01-01 00:00:00,Completed,0,,C044219,2025-12-30
223716,139735,P000130,1,142.12,142.12,142.12,0.0,4.26,0.0,50.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C008902,2025-12-30
230018,143634,P004864,1,6950.83,6950.83,6950.83,0.0,556.07,34.75,200.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C031874,2025-12-30
427804,267049,P002568,1,11681.87,11681.87,11681.87,0.0,584.09,0.0,100.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C054038,2025-12-30
21319,13295,P002664,1,28368.01,28368.01,28368.01,0.0,1418.4,0.0,50.0,2025-12-30,2025-12-31 00:00:00,Completed,0,,C021611,2025-12-30
427689,266980,P002458,1,3716.15,3716.15,3716.15,0.0,371.61,0.0,30.0,2026-01-01,2026-01-03 00:00:00,Completed,0,,C008657,2025-12-30
431793,269563,P003696,1,121.09,121.09,121.09,0.0,3.63,0.0,70.0,2026-01-01,2026-01-02 00:00:00,Cancelled,0,,C038870,2025-12-30
868,548,P003092,3,4959.97,4959.97,14879.92,0.0,1190.39,0.0,150.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C056111,2025-12-30
233637,145875,P004269,4,1794.92,1794.92,7179.67,0.0,717.97,35.9,30.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C047539,2025-12-30
23331,14571,P002508,2,12603.03,12603.03,25206.07,0.0,2016.49,0.0,200.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C057969,2025-12-30
23258,14526,P000093,3,68.89,68.89,206.66,0.0,6.2,0.0,70.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C030464,2025-12-30
224704,140345,P003674,1,191.36,191.36,191.36,0.0,5.74,0.0,70.0,2025-12-30,2026-01-01 00:00:00,Cancelled,0,,C019997,2025-12-30
230371,143857,P001325,3,14720.72,14720.72,44162.17,0.0,3532.97,0.0,200.0,2025-12-31,2026-01-02 00:00:00,Completed,0,,C008866,2025-12-30
230323,143828,P001266,2,12554.42,12554.42,25108.84,0.0,1255.44,0.0,100.0,2026-01-01,2026-01-02 00:00:00,Completed,0,,C044296,2025-12-30
431817,269578,P002911,2,196.1,196.1,392.2,0.0,11.77,0.0,70.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C043027,2025-12-30
21318,13295,P001852,1,11949.4,11949.4,11949.4,0.0,955.95,0.0,200.0,2025-12-30,2026-01-01 00:00:00,Completed,0,,C021611,2025-12-30
